dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main,timestamp
0.0,0.0,0.0,197.8,4.0,0.0,369.35999755859996,2025-01-01 00:00:00
0.2,0.0,0.0,197.2,4.0,0.0,368.4280029296,2025-01-01 00:00:05
0.0,0.0,0.0,196.4,4.0,0.0,369.2340026856,2025-01-01 00:00:10
0.0,0.0,0.0,197.0,4.0,0.0,370.5699951172,2025-01-01 00:00:15
0.0,0.0,0.0,196.4,4.0,0.0,370.9940063478,2025-01-01 00:00:20
0.0,0.0,0.0,195.6,4.0,0.0,368.0400024412,2025-01-01 00:00:25
0.6,0.0,0.0,195.6,4.0,0.0,366.26600952160004,2025-01-01 00:00:30
0.0,0.0,0.0,195.0,4.0,0.0,366.25800170900004,2025-01-01 00:00:35
0.0,0.0,0.0,194.4,4.0,0.0,365.4919921874,2025-01-01 00:00:40
0.0,0.0,0.0,195.2,4.0,0.0,365.2239990232,2025-01-01 00:00:45
0.0,0.0,0.0,194.6,4.0,0.0,366.1380126954,2025-01-01 00:00:50
0.0,0.0,0.0,194.2,4.0,0.0,365.8640014646,2025-01-01 00:00:55
0.0,0.0,0.0,193.0,4.0,0.0,365.9079956054,2025-01-01 00:01:00
0.0,0.0,0.0,192.4,4.0,0.0,364.9179992678,2025-01-01 00:01:05
0.0,0.0,0.0,193.6,4.0,0.0,365.5539978026,2025-01-01 00:01:10
0.0,0.0,0.0,192.2,4.0,0.0,363.63399658180003,2025-01-01 00:01:15
0.2,0.0,0.0,192.0,4.0,0.0,363.01599121099997,2025-01-01 00:01:20
0.0,0.0,0.0,191.0,4.0,0.0,362.6560119626,2025-01-01 00:01:25
0.0,0.0,0.0,192.4,4.0,0.0,362.77000122059997,2025-01-01 00:01:30
0.0,0.0,0.0,191.4,4.0,0.0,362.3859985352,2025-01-01 00:01:35
0.0,0.0,0.0,189.4,4.0,0.0,361.9960021972,2025-01-01 00:01:40
0.0,0.0,0.0,191.2,4.0,0.0,361.99000244139995,2025-01-01 00:01:45
0.0,0.0,0.0,189.6,4.0,0.0,361.85199584960003,2025-01-01 00:01:50
0.0,0.0,0.0,190.4,4.0,0.0,362.51200561539997,2025-01-01 00:01:55
0.0,0.0,0.0,189.0,4.0,0.0,363.58600463880003,2025-01-01 00:02:00
0.0,0.0,0.0,189.2,4.0,0.0,361.0940002442,2025-01-01 00:02:05
0.0,0.0,0.0,189.8,4.0,0.0,361.9179992678,2025-01-01 00:02:10
0.0,0.0,0.0,188.6,4.0,0.0,361.0599853516,2025-01-01 00:02:15
0.0,0.0,0.0,188.2,4.0,0.0,360.7679992676,2025-01-01 00:02:20
0.0,0.0,0.0,188.0,4.0,0.0,360.06799316400003,2025-01-01 00:02:25
0.0,0.0,0.0,189.6,4.0,0.0,358.88001098639995,2025-01-01 00:02:30
0.0,0.0,0.0,188.8,4.0,0.0,358.97999267579996,2025-01-01 00:02:35
0.0,0.0,0.0,186.4,4.0,0.0,358.8940002442,2025-01-01 00:02:40
0.0,0.0,0.0,188.8,4.0,0.0,358.1860046386,2025-01-01 00:02:45
0.4,0.0,0.0,187.4,4.0,0.0,358.05800170919997,2025-01-01 00:02:50
0.0,0.0,0.0,188.0,4.0,0.0,357.9619995118,2025-01-01 00:02:55
0.0,0.0,0.0,188.0,4.0,0.0,357.09400024400003,2025-01-01 00:03:00
0.0,0.0,0.0,185.8,4.0,0.0,358.85000610360004,2025-01-01 00:03:05
0.0,0.0,0.0,184.8,4.0,0.0,358.5420043944,2025-01-01 00:03:10
0.0,0.0,0.0,185.2,4.0,0.0,361.01401367200003,2025-01-01 00:03:15
0.2,0.0,0.0,185.2,4.0,0.0,358.48799438460003,2025-01-01 00:03:20
0.0,0.0,0.0,184.4,4.0,0.0,358.3179992676,2025-01-01 00:03:25
0.2,0.0,0.0,184.4,4.0,0.0,356.724005127,2025-01-01 00:03:30
0.0,0.0,0.0,186.6,4.0,0.0,355.70200805639996,2025-01-01 00:03:35
0.0,0.0,0.0,185.6,4.0,0.0,355.8719909668,2025-01-01 00:03:40
0.0,0.0,0.0,186.0,4.0,0.0,355.3479980466,2025-01-01 00:03:45
0.0,0.0,0.0,186.0,4.0,0.0,354.48199462900004,2025-01-01 00:03:50
0.0,0.0,0.0,185.6,4.0,0.0,354.324005127,2025-01-01 00:03:55
0.0,0.0,0.0,184.6,4.0,0.0,353.982006836,2025-01-01 00:04:00
