dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main,timestamp
0.0,0.0,0.0,6.0,4.0,0.0,372.7360107424,2025-01-01 00:00:00
0.0,0.0,0.0,6.0,4.0,0.0,370.3220031738,2025-01-01 00:00:05
0.0,0.0,0.0,6.0,4.0,0.0,369.783996582,2025-01-01 00:00:10
0.0,5.6,4.8,6.4,1238.0,0.0,1461.1739990213998,2025-01-01 00:00:15
0.0,5.6,4.8,6.2,1240.4,0.0,1612.4360107416,2025-01-01 00:00:20
0.0,0.0,0.0,6.0,17.2,0.0,380.9499938964,2025-01-01 00:00:25
0.0,0.0,0.0,6.0,4.0,0.0,383.8380004884,2025-01-01 00:00:30
0.0,0.0,0.0,6.0,4.0,0.0,385.1079956054,2025-01-01 00:00:35
0.0,0.0,0.0,6.0,4.0,0.0,384.9120117186,2025-01-01 00:00:40
0.0,0.0,0.0,6.0,4.0,0.0,384.9219970702,2025-01-01 00:00:45
0.0,0.0,0.0,6.0,4.0,0.0,386.4619995116,2025-01-01 00:00:50
0.0,0.0,0.0,6.2,4.0,0.0,387.1559997558,2025-01-01 00:00:55
0.0,0.0,0.0,6.0,4.0,0.0,389.5880065916,2025-01-01 00:01:00
0.0,0.0,0.0,6.0,4.0,0.0,386.1140075682,2025-01-01 00:01:05
0.0,0.0,0.0,6.0,4.0,0.0,380.88200073219997,2025-01-01 00:01:10
0.0,0.0,0.0,6.0,4.0,0.0,381.9719970702,2025-01-01 00:01:15
0.0,0.0,0.0,6.0,4.0,0.0,381.13200683599996,2025-01-01 00:01:20
0.0,0.0,0.0,6.0,4.0,0.0,380.5419921876,2025-01-01 00:01:25
0.0,0.0,0.0,6.0,4.0,0.0,382.0579956056,2025-01-01 00:01:30
0.0,0.0,0.0,6.0,4.0,0.0,380.3820129394,2025-01-01 00:01:35
0.0,0.0,0.0,6.0,4.0,0.0,383.1560058594,2025-01-01 00:01:40
0.0,0.0,0.0,6.0,4.0,0.0,380.494000244,2025-01-01 00:01:45
0.0,0.0,0.0,6.0,4.0,0.0,382.664001465,2025-01-01 00:01:50
0.0,0.0,0.0,6.0,4.0,0.0,382.5740051268,2025-01-01 00:01:55
0.0,0.0,0.0,6.0,4.0,0.0,384.6719970702,2025-01-01 00:02:00
0.0,0.0,0.0,6.0,4.0,0.0,385.9400024416,2025-01-01 00:02:05
0.0,0.0,0.0,6.4,4.0,0.0,384.7559875488,2025-01-01 00:02:10
0.0,0.0,0.0,6.0,4.0,0.0,382.97200317380003,2025-01-01 00:02:15
0.0,0.0,0.0,6.0,4.0,0.0,383.891998291,2025-01-01 00:02:20
0.0,0.0,0.0,6.0,4.0,0.0,383.1640014648,2025-01-01 00:02:25
0.0,0.0,0.0,6.0,4.0,0.0,381.65,2025-01-01 00:02:30
0.0,0.0,0.0,6.0,4.0,0.0,383.4279907226,2025-01-01 00:02:35
0.0,0.0,0.0,6.0,4.0,0.0,383.4080078124,2025-01-01 00:02:40
0.0,0.0,0.0,6.0,4.0,0.0,383.5680053712,2025-01-01 00:02:45
0.0,0.0,0.0,6.2,4.0,0.0,382.3700134278,2025-01-01 00:02:50
0.0,0.0,0.0,6.2,4.0,0.0,381.9379943848,2025-01-01 00:02:55
0.0,0.0,0.0,6.0,4.0,0.0,382.4119995118,2025-01-01 00:03:00
0.0,0.0,0.0,6.0,4.0,0.0,383.83999023440003,2025-01-01 00:03:05
0.0,0.0,0.0,6.0,4.0,0.0,386.2940002442,2025-01-01 00:03:10
0.0,0.0,0.0,6.0,4.0,0.0,384.5239990234,2025-01-01 00:03:15
0.0,0.0,0.0,6.0,4.0,0.0,383.9879943848,2025-01-01 00:03:20
0.0,0.0,0.0,6.0,4.0,0.0,382.6759948728,2025-01-01 00:03:25
0.0,0.0,0.0,6.0,4.0,0.0,382.1980041502,2025-01-01 00:03:30
0.0,0.0,0.0,6.0,4.0,0.0,379.4000122072,2025-01-01 00:03:35
0.0,0.0,0.0,6.0,4.0,0.0,378.7679931642,2025-01-01 00:03:40
0.0,0.0,0.0,6.0,4.0,0.0,373.83600463880003,2025-01-01 00:03:45
0.0,0.0,0.0,6.0,4.0,0.0,376.8860046384,2025-01-01 00:03:50
0.0,0.0,0.0,6.2,4.0,0.0,379.77000732420004,2025-01-01 00:03:55
0.0,0.0,0.0,6.0,4.0,0.0,374.3460083006,2025-01-01 00:04:00
0.0,0.0,0.0,6.0,4.0,0.0,363.7100097654,2025-01-01 00:04:05
0.0,0.0,0.0,6.0,4.0,0.0,351.7000061034,2025-01-01 00:04:10
