dish washer,electric space heater,electric stove,fridge,microwave,washer dryer,main,timestamp
0.0,0.0,0.0,7.0,4.0,0.0,170.1059936522,2025-01-01 00:00:00
0.0,0.0,0.0,6.6,4.0,0.0,169.21000366200002,2025-01-01 00:00:05
0.0,0.0,0.0,6.6,4.0,0.0,169.3920013428,2025-01-01 00:00:10
0.0,0.0,0.0,7.0,4.0,0.0,169.477996826,2025-01-01 00:00:15
0.0,0.0,0.0,6.8,4.0,0.0,169.4699890136,2025-01-01 00:00:20
0.0,0.0,0.0,7.0,4.0,0.0,169.0399963376,2025-01-01 00:00:25
0.0,0.0,0.0,6.8,4.0,0.0,169.3259979248,2025-01-01 00:00:30
0.0,0.0,0.0,6.8,4.0,0.0,169.30000305180002,2025-01-01 00:00:35
0.0,0.0,0.0,6.8,4.0,0.0,169.2600067138,2025-01-01 00:00:40
0.0,0.0,0.0,6.6,4.0,0.0,169.4839996336,2025-01-01 00:00:45
0.0,0.0,0.0,6.4,4.0,0.0,171.0000030516,2025-01-01 00:00:50
0.0,0.0,0.0,6.6,4.0,0.0,170.36200256319998,2025-01-01 00:00:55
0.0,0.0,0.0,6.4,4.0,0.0,171.0079986572,2025-01-01 00:01:00
0.0,0.0,0.0,6.6,4.0,0.0,170.7439971924,2025-01-01 00:01:05
0.0,0.0,0.0,7.0,4.0,0.0,170.5040008546,2025-01-01 00:01:10
0.0,0.0,0.0,6.8,4.0,0.0,169.46199646,2025-01-01 00:01:15
0.0,0.0,0.0,7.0,4.0,0.0,169.8219940184,2025-01-01 00:01:20
0.0,0.0,0.0,6.4,4.0,0.0,169.22399902360002,2025-01-01 00:01:25
0.0,0.0,0.0,7.0,4.0,0.0,169.322003174,2025-01-01 00:01:30
0.0,0.0,0.0,6.6,4.0,0.0,169.46400451660003,2025-01-01 00:01:35
0.0,0.0,0.0,6.8,4.0,0.0,169.44199523920003,2025-01-01 00:01:40
0.0,0.0,0.0,7.0,4.0,0.0,169.71399841279998,2025-01-01 00:01:45
0.0,0.0,0.0,6.8,4.0,0.0,169.3500000002,2025-01-01 00:01:50
0.0,0.0,0.0,6.4,4.0,0.0,169.381994629,2025-01-01 00:01:55
0.0,0.0,0.0,6.4,4.0,0.0,171.1679992674,2025-01-01 00:02:00
0.0,0.0,0.0,6.8,4.0,0.0,170.608004761,2025-01-01 00:02:05
0.0,0.0,0.0,6.6,4.0,0.0,171.0100067138,2025-01-01 00:02:10
0.0,0.0,0.0,6.6,4.0,0.0,171.4179992676,2025-01-01 00:02:15
0.0,0.0,0.0,6.6,4.0,0.0,170.9039978028,2025-01-01 00:02:20
0.0,0.0,0.0,6.8,4.0,0.0,169.7339965822,2025-01-01 00:02:25
0.0,0.0,0.0,6.8,4.0,0.0,169.7780029298,2025-01-01 00:02:30
0.0,0.0,0.0,7.0,4.0,0.0,169.5760009764,2025-01-01 00:02:35
